Symbol,Name,Keyword
PEP,"Pepsico, Inc.",Pepsico
PERI,Perion Network Ltd,Perion Network
PESI,"Perma-Fix Environmental Services, Inc.",Perma-Fix Environmental Services
PETQ,"PetIQ, Inc.",PetIQ
PETS,"PetMed Express, Inc.",PetMed Express
PETZ,"TDH Holdings, Inc.",TDH
PEY,Invesco High Yield Equity Dividend Achievers ETF,Invesco High Yield Equity Dividend Achievers ETF
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,Invesco DWA Consumer Cyclicals Momentum ETF
PFBC,Preferred Bank,Preferred Bank
PFBI,"Premier Financial Bancorp, Inc.",Premier Financial Bancorp
PFC,Premier Financial Corp. ,Premier Financial
PFD,Flaherty & Crumrine Preferred and Income Fund Inco,Flaherty & Crumrine Preferred and Income Fund Inco
PFE,"Pfizer, Inc.",Pfizer
PFF,iShares Preferred and Income Securities ETF,iShares Preferred and Income Securities ETF
PFG,Principal Financial Group Inc,Principal Financial
PFGC,Performance Food Group Company,Performance Food
PFH,"Prudential Financial, Inc.",Prudential Financial
PFHD,Professional Holding Corp.,Professional
PFI,Invesco DWA Financial Momentum ETF,Invesco DWA Financial Momentum ETF
PFIE,"Profire Energy, Inc.",Profire Energy
PFIN,"P & F Industries, Inc.",P & F Industries
PFIS,Peoples Financial Services Corp. ,Peoples Financial Services
PFL,PIMCO Income Strategy Fund,PIMCO Income Strategy Fund
PFLT,PennantPark Floating Rate Capital Ltd.,PennantPark Floating Rate Capital
PFM,Invesco Dividend Achievers ETF,Invesco Dividend Achievers ETF
PFMT,Performant Financial Corporation,Performant Financial 
PFN,PIMCO Income Strategy Fund II,PIMCO Income Strategy Fund
PFO,Flaherty & Crumrine Preferred and Income Opportuni,Flaherty & Crumrine Preferred and Income Opportuni
PFPT,"Proofpoint, Inc.",Proofpoint
PFS,"Provident Financial Services, Inc",Provident Financial Services
PFSI,"PennyMac Financial Services, Inc.",PennyMac Financial Services
PFSW,"PFSweb, Inc.",PFSweb
PG,Procter & Gamble Company (The),Procter & Gamble
PGC,Peapack-Gladstone Financial Corporation,Peapack-Gladstone Financial 
PGEN,"Precigen, Inc.",Precigen
PGJ,Invesco Golden Dragon China ETF,Invesco Golden Dragon China ETF
PGNY,"Progyny, Inc.",Progyny
PGP,Pimco Global Stocksplus & Income Fund,Pimco Global Stocksplus & Income Fund
PGR,Progressive Corporation (The),Progressive 
PGRE,"Paramount Group, Inc.",Paramount
PGTI,"PGT Innovations, Inc.",PGT Innovations
PGZ,Principal Real Estate Income Fund,Principal Real Estate Income Fund
PH,Parker-Hannifin Corporation,Parker-Hannifin 
PHAS,"PhaseBio Pharmaceuticals, Inc.",PhaseBio Pharmaceuticals
PHAT,"Phathom Pharmaceuticals, Inc.",Phathom Pharmaceuticals
PHCF,"PUHUI WEALTH INVESTMENT MANAGEMENT CO., LTD.",PUHUI WEALTH INVESTMENT MANAGEMENT CO
PHD,Pioneer Floating Rate Trust,Pioneer Floating Rate Trust
PHG,Koninklijke Philips N.V.,Koninklijke Philips
PHI,PLDT Inc.,PLDT
PHIO,Phio Pharmaceuticals Corp.,Phio Pharmaceuticals
PHIOW,Phio Pharmaceuticals Corp.,Phio Pharmaceuticals
PHK,Pimco High Income Fund,Pimco High Income Fund
PHM,"PulteGroup, Inc.",PulteGroup
PHO,Invesco Water Resources ETF,Invesco Water Resources ETF
PHR,"Phreesia, Inc.",Phreesia
PHT,Pioneer High Income Trust,Pioneer High Income Trust
PHUN,"Phunware, Inc.",Phunware
PHUNW,"Phunware, Inc.",Phunware
PHX,Panhandle Royalty Company,Panhandle Royalty
PI,"Impinj, Inc.",Impinj
PIAI-U,Prime Impact Acquisition I,Prime Impact Acquisition I
PIC,Pivotal Investment Corporation II,Pivotal Investment  II
PIC-U,Pivotal Investment Corporation II,Pivotal Investment  II
PIC-WS,Pivotal Investment Corporation II,Pivotal Investment  II
PICO,PICO Holdings Inc.,PICO
PID,Invesco International Dividend Achievers ETF,Invesco International Dividend Achievers ETF
PIE,Invesco DWA Emerging Markets Momentum ETF,Invesco DWA Emerging Markets Momentum ETF
PIH,"1347 Property Insurance Holdings, Inc.",1347 Property Insurance
PIHPP,"1347 Property Insurance Holdings, Inc.",1347 Property Insurance
PII,Polaris Inc.,Polaris
PIM,Putnam Master Intermediate Income Trust,Putnam Master Intermediate Income Trust
PINC,"Premier, Inc.",Premier
PINE,"Alpine Income Property Trust, Inc.",Alpine Income Property Trust
PING,Ping Identity Holding Corp.,Ping Identity
PINS,"Pinterest, Inc.",Pinterest
PIO,Invesco Global Water ETF,Invesco Global Water ETF
PIPR,Piper Sandler Companies,Piper Sandler Companies
PIRS,"Pieris Pharmaceuticals, Inc.",Pieris Pharmaceuticals
PIXY,"ShiftPixy, Inc.",ShiftPixy
PIZ,Invesco DWA Developed Markets Momentum ETF,Invesco DWA Developed Markets Momentum ETF
PJH,"Prudential Financial, Inc.",Prudential Financial
PJT,PJT Partners Inc.,PJT Partners
PK,Park Hotels & Resorts Inc.,Park Hotels & Resorts
PKBK,"Parke Bancorp, Inc.",Parke Bancorp
PKE,Park Aerospace Corp.,Park Aerospace
PKG,Packaging Corporation of America,Packaging  of America
PKI,"PerkinElmer, Inc.",PerkinElmer
PKO,Pimco Income Opportunity Fund,Pimco Income Opportunity Fund
PKOH,Park-Ohio Holdings Corp.,Park-Ohio
PKW,Invesco BuyBack Achievers ETF,Invesco BuyBack Achievers ETF
PKX,POSCO,POSCO
PLAB,"Photronics, Inc.",Photronics
PLAN,"Anaplan, Inc.",Anaplan
PLAY,"Dave & Buster's Entertainment, Inc.",Dave & Buster's Entertainment
PLBC,Plumas Bancorp,Plumas Bancorp
PLC,Principal U.S. Large-Cap Multi-Factor Core Index ETF,Principal U.S. Large-Cap Multi-Factor Core Index ETF
PLCE,"Children's Place, Inc. (The)",Children's Place
PLD,"Prologis, Inc.",Prologis
PLIN,"China Xiangtai Food Co., Ltd.",China Xiangtai Food
PLL,Piedmont Lithium Limited,Piedmont Lithium
PLMR,"Palomar Holdings, Inc.",Palomar
PLNT,"Planet Fitness, Inc.",Planet Fitness
PLOW,"Douglas Dynamics, Inc.",Douglas Dynamics
PLPC,Preformed Line Products Company,Preformed Line Products
PLRX,"Pliant Therapeutics, Inc.",Pliant Therapeutics
PLSE,"Pulse Biosciences, Inc",Pulse Biosciences
PLT,"Plantronics, Inc.",Plantronics
PLUG,"Plug Power, Inc.",Plug Power
PLUS,ePlus inc.,ePlus
PLW,Invesco 1-30 Laddered Treasury ETF,Invesco 1-30 Laddered Treasury ETF
PLXP,PLx Pharma Inc.,PLx Pharma
PLXS,Plexus Corp.,Plexus
PLYA,Playa Hotels & Resorts N.V.,Playa Hotels & Resorts
PLYM,"Plymouth Industrial REIT, Inc.",Plymouth Industrial REIT
PM,Philip Morris International Inc,Philip Morris International
PMBC,Pacific Mercantile Bancorp,Pacific Mercantile Bancorp
PMD,Psychemedics Corporation,Psychemedics 
PME,Pingtan Marine Enterprise Ltd.,Pingtan Marine Enterprise
PMF,PIMCO Municipal Income Fund,PIMCO Municipal Income Fund
PML,Pimco Municipal Income Fund II,Pimco Municipal Income Fund II
PMM,Putnam Managed Municipal Income Trust,Putnam Managed Municipal Income Trust
PMO,Putnam Municipal Opportunities Trust,Putnam Municipal Opportunities Trust
PMT,PennyMac Mortgage Investment Trust,PennyMac Mortgage Investment Trust
PMT-A,PennyMac Mortgage Investment Trust,PennyMac Mortgage Investment Trust
PMT-B,PennyMac Mortgage Investment Trust,PennyMac Mortgage Investment Trust
PMX,PIMCO Municipal Income Fund III,PIMCO Municipal Income Fund III
PNBK,Patriot National Bancorp Inc.,Patriot National Bancorp
PNC,"PNC Financial Services Group, Inc. (The)",PNC Financial Services
PNC-P,"PNC Financial Services Group, Inc. (The)",PNC Financial Services
PNF,PIMCO New York Municipal Income Fund,PIMCO New York Municipal Income Fund
PNFP,"Pinnacle Financial Partners, Inc.",Pinnacle Financial Partners
PNFPP,"Pinnacle Financial Partners, Inc.",Pinnacle Financial Partners
PNI,Pimco New York Municipal Income Fund II,Pimco New York Municipal Income Fund II
PNM,"PNM Resources, Inc. (Holding Co.)",PNM Resources
PNNT,PennantPark Investment Corporation,PennantPark Investment 
PNNTG,PennantPark Investment Corporation,PennantPark Investment 
PNQI,Invesco Nasdaq Internet ETF,Invesco Nasdaq Internet ETF
PNR,Pentair plc.,Pentair
PNRG,PrimeEnergy Resources Corporation,PrimeEnergy Resources 
PNTG,"The Pennant Group, Inc.",The Pennant
PNW,Pinnacle West Capital Corporation,Pinnacle West Capital 
POAI,Predictive Oncology Inc.,Predictive Oncology
PODD,Insulet Corporation,Insulet 
POLA,"Polar Power, Inc.",Polar Power
POOL,Pool Corporation,Pool 
POR,Portland General Electric Company,Portland General Electric
POST,"Post Holdings, Inc.",Post
POTX,Global X Cannabis ETF,Global X Cannabis ETF
POWI,"Power Integrations, Inc.",Power Integrations
POWL,"Powell Industries, Inc.",Powell Industries
PPBI,Pacific Premier Bancorp Inc,Pacific Premier Bancorp
PPC,Pilgrim's Pride Corporation,Pilgrim's Pride 
PPD,"PPD, Inc.",PPD
PPG,"PPG Industries, Inc.",PPG Industries
PPH,VanEck Vectors Pharmaceutical ETF,VanEck Vectors Pharmaceutical ETF
PPIH,"Perma-Pipe International Holdings, Inc.",Perma-Pipe International
PPL,PPL Corporation,PPL 
PPR,Voya Prime Rate Trust,Voya Prime Rate Trust
PPSI,"Pioneer Power Solutions, Inc.",Pioneer Power Solutions
PPT,Putnam Premier Income Trust,Putnam Premier Income Trust
PPX,"PPL Capital Funding, Inc.",PPL Capital Funding
PQG,PQ Group Holdings Inc.,PQ
PRA,ProAssurance Corporation,ProAssurance 
PRAA,"PRA Group, Inc.",PRA
PRAH,"PRA Health Sciences, Inc.",PRA Health Sciences
PRCP,"Perceptron, Inc.",Perceptron
PRDO,Perdoceo Education Corporation,Perdoceo Education 
PRE-F,PartnerRe Ltd.,PartnerRe
PRE-G,PartnerRe Ltd.,PartnerRe
PRE-H,PartnerRe Ltd.,PartnerRe
PRE-I,PartnerRe Ltd.,PartnerRe
PRFT,"Perficient, Inc.",Perficient
PRFX,PainReform Ltd.,PainReform
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,Invesco FTSE RAFI US 1500 Small-Mid ETF
PRGO,Perrigo Company,Perrigo
PRGS,Progress Software Corporation,Progress Software 
PRGX,"PRGX Global, Inc.",PRGX Global
PRH,"Prudential Financial, Inc.",Prudential Financial
PRI,"Primerica, Inc.",Primerica
PRIF-A,"Priority Income Fund, Inc.",Priority Income Fund
PRIF-B,"Priority Income Fund, Inc.",Priority Income Fund
PRIF-C,"Priority Income Fund, Inc.",Priority Income Fund
PRIF-D,"Priority Income Fund, Inc.",Priority Income Fund
PRIF-E,"Priority Income Fund, Inc.",Priority Income Fund
PRIF-F,"Priority Income Fund, Inc.",Priority Income Fund
PRIM,Primoris Services Corporation,Primoris Services 
PRLB,"Proto Labs, Inc.",Proto Labs
PRMW,Primo Water Corporation,Primo Water 
PRN,Invesco DWA Industrials Momentum ETF,Invesco DWA Industrials Momentum ETF
PRNB,Principia Biopharma Inc.,Principia Biopharma
PRO,"PROS Holdings, Inc.",PROS
PROF,Profound Medical Corp.,Profound Medical
PROG,"Progenity, Inc.",Progenity
PROS,"ProSight Global, Inc.",ProSight Global
PROV,"Provident Financial Holdings, Inc.",Provident Financial
PRPB-U,CC Neuberger Principal Holdings II,CC Neuberger Principal II
PRPH,"ProPhase Labs, Inc.",ProPhase Labs
PRPL,"Purple Innovation, Inc.",Purple Innovation
PRPLW,"Purple Innovation, Inc.",Purple Innovation
PRPO,"Precipio, Inc.",Precipio
PRQR,ProQR Therapeutics N.V.,ProQR Therapeutics
PRS,"Prudential Financial, Inc.",Prudential Financial
PRSC,The Providence Service Corporation,The Providence Service 
PRSP,Perspecta Inc.,Perspecta
PRT,PermRock Royalty Trust,PermRock Royalty Trust
PRTA,Prothena Corporation plc,Prothena 
PRTH,"Priority Technology Holdings, Inc.",Priority Technology
PRTK,"Paratek Pharmaceuticals, Inc. ",Paratek Pharmaceuticals
PRTS,"CarParts.com, Inc.",CarParts.com
PRTY,Party City Holdco Inc.,Party City Holdco
PRU,"Prudential Financial, Inc.",Prudential Financial
PRVB,"Provention Bio, Inc.",Provention Bio
PRVL,Prevail Therapeutics Inc.,Prevail Therapeutics
PS,"Pluralsight, Inc.",Pluralsight
PSA,Public Storage,Public Storage
PSA-B,Public Storage,Public Storage
PSA-C,Public Storage,Public Storage
PSA-D,Public Storage,Public Storage
PSA-E,Public Storage,Public Storage
PSA-F,Public Storage,Public Storage
PSA-G,Public Storage,Public Storage
PSA-H,Public Storage,Public Storage
PSA-I,Public Storage,Public Storage
PSA-J,Public Storage,Public Storage
PSA-K,Public Storage,Public Storage
PSA-L,Public Storage,Public Storage
PSA-M,Public Storage,Public Storage
PSA-W,Public Storage,Public Storage
PSA-X,Public Storage,Public Storage
PSAC,Property Solutions Acquisition Corp.,Property Solutions Acquisition
PSACU,Property Solutions Acquisition Corp.,Property Solutions Acquisition
PSACW,Property Solutions Acquisition Corp.,Property Solutions Acquisition
PSB,"PS Business Parks, Inc.",PS Business Parks
PSB-W,"PS Business Parks, Inc.",PS Business Parks
PSB-X,"PS Business Parks, Inc.",PS Business Parks
PSB-Y,"PS Business Parks, Inc.",PS Business Parks
PSB-Z,"PS Business Parks, Inc.",PS Business Parks
PSC,Principal U.S. Small-Cap Multi-Factor Index ETF,Principal U.S. Small-Cap Multi-Factor Index ETF
PSCC,Invesco S&P SmallCap Consumer Staples ETF,Invesco S&P SmallCap Consumer Staples ETF
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,Invesco S&P SmallCap Consumer Discretionary ETF
PSCE,Invesco S&P SmallCap Energy ETF,Invesco S&P SmallCap Energy ETF
PSCF,Invesco S&P SmallCap Financials ETF,Invesco S&P SmallCap Financials ETF
PSCH,Invesco S&P SmallCap Health Care ETF,Invesco S&P SmallCap Health Care ETF
PSCI,Invesco S&P SmallCap Industrials ETF,Invesco S&P SmallCap Industrials ETF
PSCM,Invesco S&P SmallCap Materials ETF,Invesco S&P SmallCap Materials ETF
PSCT,Invesco S&P SmallCap Information Technology ETF,Invesco S&P SmallCap Information Technology ETF
PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,Invesco S&P SmallCap Utilities & Communication Services ETF
PSEC,Prospect Capital Corporation,Prospect Capital 
PSET,Principal Price Setters Index ETF,Principal Price Setters Index ETF
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",Cohen & Steers Select Preferred and Income Fund
PSHG,Performance Shipping Inc.,Performance Shipping
PSL,Invesco DWA Consumer Staples Momentum ETF,Invesco DWA Consumer Staples Momentum ETF
PSM,Principal U.S. Small-MidCap Multi-Factor Core Index ETF,Principal U.S. Small-MidCap Multi-Factor Core Index ETF
PSMT,"PriceSmart, Inc.",PriceSmart
PSN,Parsons Corporation,Parsons 
PSNL,"Personalis, Inc.",Personalis
PSO,"Pearson, Plc",Pearson
PSTG,"Pure Storage, Inc. ",Pure Storage
PSTI,"Pluristem Therapeutics, Inc.",Pluristem Therapeutics
PSTL,"Postal Realty Trust, Inc.",Postal Realty Trust
PSTV,"PLUS THERAPEUTICS, Inc.",PLUS THERAPEUTICS
PSTX,"Poseida Therapeutics, Inc.",Poseida Therapeutics
PSV,Hermitage Offshore Services Ltd.,Hermitage Offshore Services
PSX,Phillips 66,Phillips 66
PSXP,Phillips 66 Partners LP,Phillips 66 Partners
PT,Pintec Technology Holdings Limited,Pintec Technology
PTAC,PropTech Acquisition Corporation,PropTech Acquisition 
PTACU,PropTech Acquisition Corporation,PropTech Acquisition 
PTACW,PropTech Acquisition Corporation,PropTech Acquisition 
PTC,PTC Inc.,PTC
PTCT,"PTC Therapeutics, Inc.",PTC Therapeutics
PTE,"PolarityTE, Inc.",PolarityTE
PTEN,"Patterson-UTI Energy, Inc.",Patterson-UTI Energy
PTF,Invesco DWA Technology Momentum ETF,Invesco DWA Technology Momentum ETF
PTGX,"Protagonist Therapeutics, Inc.",Protagonist Therapeutics
PTH,Invesco DWA Healthcare Momentum ETF,Invesco DWA Healthcare Momentum ETF
PTI,"Proteostasis Therapeutics, Inc.",Proteostasis Therapeutics
PTMN,Portman Ridge Finance Corporation,Portman Ridge Finance 
PTNR,Partner Communications Company Ltd.,Partner Communications
PTON,"Peloton Interactive, Inc.",Peloton Interactive
PTR,PetroChina Company Limited,PetroChina
PTRS,Partners Bancorp,Partners Bancorp
PTSI,"P.A.M. Transportation Services, Inc.",P.A.M. Transportation Services
PTVCA,Protective Insurance Corporation,Protective Insurance 
PTVCB,Protective Insurance Corporation,Protective Insurance 
PTY,Pimco Corporate & Income Opportunity Fund,Pimco Corporate & Income Opportunity Fund
PUI,Invesco DWA Utilities Momentum ETF,Invesco DWA Utilities Momentum ETF
PUK,Prudential Public Limited Company,Prudential Public 
PUK-,Prudential Public Limited Company,Prudential Public 
PUK-A,Prudential Public Limited Company,Prudential Public 
PULM,"Pulmatrix, Inc.",Pulmatrix
PUMP,ProPetro Holding Corp.,ProPetro
PUYI,Puyi Inc.,Puyi
PVAC,Penn Virginia Corporation,Penn Virginia 
PVBC,"Provident Bancorp, Inc.",Provident Bancorp
PVG,"Pretium Resources, Inc.",Pretium Resources
PVH,PVH Corp.,PVH
PVL,Permianville Royalty Trust,Permianville Royalty Trust
PWFL,"PowerFleet, Inc.",PowerFleet
PWOD,"Penns Woods Bancorp, Inc.",Penns Woods Bancorp
PWR,"Quanta Services, Inc.",Quanta Services
PXD,Pioneer Natural Resources Company,Pioneer Natural Resources
PXI,Invesco DWA Energy Momentum ETF,Invesco DWA Energy Momentum ETF
PXLW,"Pixelworks, Inc.",Pixelworks
PXS,Pyxis Tankers Inc.,Pyxis Tankers
PY,Principal Shareholder Yield Index ETF,Principal Shareholder Yield Index ETF
PYN,PIMCO New York Municipal Income Fund III,PIMCO New York Municipal Income Fund III
PYPD,PolyPid Ltd.,PolyPid
PYPL,"PayPal Holdings, Inc.",PayPal
PYS,PPlus Trust,PPlus Trust
PYT,PPlus Trust,PPlus Trust
PYZ,Invesco DWA Basic Materials Momentum ETF,Invesco DWA Basic Materials Momentum ETF
PZC,PIMCO California Municipal Income Fund III,PIMCO California Municipal Income Fund III
PZN,Pzena Investment Management Inc,Pzena Investment Management
PZZA,"Papa John's International, Inc.",Papa John's
QABA,First Trust NASDAQ ABA Community Bank Index Fund,First Trust NASDAQ ABA Community Bank Index Fund
QADA,QAD Inc.,QAD
QADB,QAD Inc.,QAD
QAT,iShares MSCI Qatar ETF,iShares MSCI Qatar ETF
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,First Trust NASDAQ Clean Edge Green Energy Index Fund
QCOM,QUALCOMM Incorporated,QUALCOMM
QCRH,"QCR Holdings, Inc.",QCR
QD,Qudian Inc.,Qudian
QDEL,Quidel Corporation,Quidel 
QEP,"QEP Resources, Inc.",QEP Resources
QFIN,"360 Finance, Inc.",360 Finance
QGEN,Qiagen N.V.,Qiagen
QH,Quhuo Limited,Quhuo
QIWI,QIWI plc,QIWI
QK,Q&K International Group Limited,Q&K International
QLC,FlexShares Trust,FlexShares Trust
QLGN,"Qualigen Therapeutics, Inc.",Qualigen Therapeutics
QLYS,"Qualys, Inc.",Qualys
QMCO,Quantum Corporation,Quantum 
QNST,"QuinStreet, Inc.",QuinStreet
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,First Trust NASDAQ-100 Equal Weighted Index Fund
QQQ,"Invesco QQQ Trust, Series 1",Invesco QQQ Trust
QQQN,VictoryShares Nasdaq Next 50 ETF,VictoryShares Nasdaq Next 50 ETF
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,Nuveen NASDAQ 100 Dynamic Overwrite Fund
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,First Trust NASDAQ-100 Ex-Technology Sector Index Fund
QRHC,Quest Resource Holding Corporation,Quest Resource 
QRTAV,"Qurate Retail, Inc.",Qurate Retail
QRTBV,"Qurate Retail, Inc.",Qurate Retail
QRTEA,"Qurate Retail, Inc.",Qurate Retail
QRTEB,"Qurate Retail, Inc.",Qurate Retail
QRTEV,"Qurate Retail, Inc.",Qurate Retail
QRVO,"Qorvo, Inc.",Qorvo
QSR,Restaurant Brands International Inc.,Restaurant Brands International
QTEC,First Trust NASDAQ-100- Technology Index Fund,First Trust NASDAQ-100- Technology Index Fund
QTNT,Quotient Limited,Quotient
QTRX,Quanterix Corporation,Quanterix 
QTS,"QTS Realty Trust, Inc.",QTS Realty Trust
QTS-A,"QTS Realty Trust, Inc.",QTS Realty Trust
QTS-B,"QTS Realty Trust, Inc.",QTS Realty Trust
QTT,Qutoutiao Inc.,Qutoutiao
QTWO,"Q2 Holdings, Inc.",Q2
QUAD,"Quad Graphics, Inc",Quad Graphics
QUIK,QuickLogic Corporation,QuickLogic 
QUMU,Qumu Corporation,Qumu 
QUOT,Quotient Technology Inc.,Quotient Technology
QURE,uniQure N.V.,uniQure
QVCC,"QVC, Inc.",QVC
QVCD,"QVC, Inc.",QVC
QYLD,Global X NASDAQ-100 Covered Call ETF,Global X NASDAQ-100 Covered Call ETF
R,"Ryder System, Inc.",Ryder System
RA,Brookfield Real Assets Income Fund Inc.,Brookfield Real Assets Income Fund
RACA,Therapeutics Acquisition Corp.,Therapeutics Acquisition
RACE,Ferrari N.V.,Ferrari
RAD,Rite Aid Corporation,Rite Aid 
RADA,RADA Electronic Industries Ltd.,RADA Electronic Industries
RAIL,"Freightcar America, Inc.",Freightcar America
RAMP,"LiveRamp Holdings, Inc.",LiveRamp
RAND,Rand Capital Corporation,Rand Capital 
RAPT,"RAPT Therapeutics, Inc.",RAPT Therapeutics
RARE,Ultragenyx Pharmaceutical Inc.,Ultragenyx Pharmaceutical
RAVE,"Rave Restaurant Group, Inc.",Rave Restaurant
RAVN,"Raven Industries, Inc.",Raven Industries
RBA,Ritchie Bros. Auctioneers Incorporated,Ritchie Bros. Auctioneers
RBAC-U,RedBall Acquisition Corp.,RedBall Acquisition
RBB,RBB Bancorp,RBB Bancorp
RBBN,Ribbon Communications Inc. ,Ribbon Communications
RBC,Regal Beloit Corporation,Regal Beloit 
RBCAA,"Republic Bancorp, Inc.",Republic Bancorp
RBCN,"Rubicon Technology, Inc.",Rubicon Technology
RBKB,"Rhinebeck Bancorp, Inc.",Rhinebeck Bancorp
RBNC,"Reliant Bancorp, Inc.",Reliant Bancorp
RC,Ready Capital Corporation,Ready Capital 
RCA,Ready Capital Corporation,Ready Capital 
RCB,Ready Capital Corporation,Ready Capital 
RCEL,"Avita Therapeutics, Inc.",Avita Therapeutics
RCI,"Rogers Communication, Inc.",Rogers Communication
RCII,Rent-A-Center Inc.,Rent-A-Center
RCKT,"Rocket Pharmaceuticals, Inc.",Rocket Pharmaceuticals
RCKY,"Rocky Brands, Inc.",Rocky Brands
RCL,Royal Caribbean Group,Royal Caribbean
RCM,R1 RCM Inc.,R1 RCM
RCMT,"RCM Technologies, Inc.",RCM Technologies
RCON,"Recon Technology, Ltd.",Recon Technology
RCP,Ready Capital Corporation,Ready Capital 
RCS,"PIMCO Strategic Income Fund, Inc.",PIMCO Strategic Income Fund
RCUS,"Arcus Biosciences, Inc.",Arcus Biosciences
RDCM,Radcom Ltd.,Radcom
RDFN,Redfin Corporation,Redfin 
RDHL,Redhill Biopharma Ltd.,Redhill Biopharma
RDI,Reading International Inc,Reading International
RDIB,Reading International Inc,Reading International
RDN,Radian Group Inc.,Radian
RDNT,"RadNet, Inc.",RadNet
RDS-A,Royal Dutch Shell PLC,Royal Dutch Shell
RDS-B,Royal Dutch Shell PLC,Royal Dutch Shell
RDUS,"Radius Health, Inc.",Radius Health
RDVT,"Red Violet, Inc.",Red Violet
RDVY,First Trust Rising Dividend Achievers ETF,First Trust Rising Dividend Achievers ETF
RDWR,Radware Ltd.,Radware
RDY,Dr. Reddy's Laboratories Ltd,Dr. Reddy's Laboratories
RE,"Everest Re Group, Ltd.",Everest Re
REAL,"The RealReal, Inc.",The RealReal
REDU,RISE Education Cayman Ltd,RISE Education Cayman
REED,"Reeds, Inc.",Reeds
REFR,Research Frontiers Incorporated,Research Frontiers
REG,Regency Centers Corporation,Regency Centers 
REGI,"Renewable Energy Group, Inc.",Renewable Energy
REGN,"Regeneron Pharmaceuticals, Inc.",Regeneron Pharmaceuticals
REKR,"Rekor Systems, Inc.",Rekor Systems
RELL,"Richardson Electronics, Ltd.",Richardson Electronics
RELV,"Reliv' International, Inc.",Reliv' International
RELX,RELX PLC,RELX
RENN,Renren Inc.,Renren
REPH,"Recro Pharma, Inc.",Recro Pharma
REPL,"Replimune Group, Inc.",Replimune
RES,"RPC, Inc.",RPC
RESI,Front Yard Residential Corporation,Front Yard Residential 
RESN,Resonant Inc.,Resonant
RETA,"Reata Pharmaceuticals, Inc.",Reata Pharmaceuticals
RETO,"ReTo Eco-Solutions, Inc.",ReTo Eco-Solutions
REV,"Revlon, Inc.",Revlon
REVG,"REV Group, Inc.",REV
REX,REX American Resources Corporation,REX American Resources 
REXN,"Rexahn Pharmaceuticals, Inc.",Rexahn Pharmaceuticals
REXR,"Rexford Industrial Realty, Inc.",Rexford Industrial Realty
REXR-A,"Rexford Industrial Realty, Inc.",Rexford Industrial Realty
REXR-B,"Rexford Industrial Realty, Inc.",Rexford Industrial Realty
REXR-C,"Rexford Industrial Realty, Inc.",Rexford Industrial Realty
REYN,Reynolds Consumer Products Inc.,Reynolds Consumer Products
REZI,"Resideo Technologies, Inc.",Resideo Technologies
RF,Regions Financial Corporation,Regions Financial 
RF-A,Regions Financial Corporation,Regions Financial 
RF-B,Regions Financial Corporation,Regions Financial 
RF-C,Regions Financial Corporation,Regions Financial 
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,First Trust RiverFront Dynamic Asia Pacific ETF
RFDI,First Trust RiverFront Dynamic Developed International ETF,First Trust RiverFront Dynamic Developed International ETF
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,First Trust RiverFront Dynamic Emerging Markets ETF
RFEU,First Trust RiverFront Dynamic Europe ETF,First Trust RiverFront Dynamic Europe ETF
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",Cohen & Steers Total Return Realty Fund
RFIL,"RF Industries, Ltd.",RF Industries
RFL,"Rafael Holdings, Inc.",Rafael
RFM,"RiverNorth Flexible Municipal Income Fund, Inc.",RiverNorth Flexible Municipal Income Fund
RFP,Resolute Forest Products Inc.,Resolute Forest Products
RGA,"Reinsurance Group of America, Incorporated",Reinsurance of America
RGCO,RGC Resources Inc.,RGC Resources
RGEN,Repligen Corporation,Repligen 
RGLD,"Royal Gold, Inc.",Royal Gold
RGLS,Regulus Therapeutics Inc.,Regulus Therapeutics
RGNX,REGENXBIO Inc.,REGENXBIO
RGP,"Resources Connection, Inc.",Resources Connection
RGR,"Sturm, Ruger & Company, Inc.",Sturm Ruger
RGS,Regis Corporation,Regis 
RGT,"Royce Global Value Trust, Inc.",Royce Global Value Trust
RH,RH,RH
RHI,Robert Half International Inc.,Robert Half International
RHP,"Ryman Hospitality Properties, Inc.",Ryman Hospitality Properties
RIBT,RiceBran Technologies,RiceBran Technologies
RICK,"RCI Hospitality Holdings, Inc.",RCI Hospitality
RIG,Transocean Ltd.,Transocean
RIGL,"Rigel Pharmaceuticals, Inc.",Rigel Pharmaceuticals
RILY,"B. Riley Financial, Inc.",B. Riley Financial
RILYG,"B. Riley Financial, Inc.",B. Riley Financial
RILYH,"B. Riley Financial, Inc.",B. Riley Financial
RILYI,"B. Riley Financial, Inc.",B. Riley Financial
RILYL,"B. Riley Financial, Inc.",B. Riley Financial
